,authors,title,venue,type,year,access,key,ee
778,"Hoseong Kim,Chanyong Lee",Upcycling adversarial attacks for infrared object detection.,Neurocomputing,Journal Articles,2022,closed,journals/ijon/KimL22,https://doi.org/10.1016/j.neucom.2022.01.090
779,"Zelong Kong,Yongquan Chen,Xinping Guan,Xinyi Le",Realizing balanced object detection through prior location scale information and repulsive loss.,Neurocomputing,Journal Articles,2022,closed,journals/ijon/KongCGL22,https://doi.org/10.1016/j.neucom.2021.11.105
780,"Jiaxu Leng,Taiyue Chen,Xinbo Gao 0001,Mengjingcheng Mo,Yongtao Yu,Yan Zhang",Sampling-invariant fully metric learning for few-shot object detection.,Neurocomputing,Journal Articles,2022,closed,journals/ijon/LengCGMYZ22,https://doi.org/10.1016/j.neucom.2022.09.040
781,"Guoqing Li,Jingwei Zhang,Meng Zhang 0010,Ruixia Wu,Xinye Cao,Wenzhao Liu",Efficient depthwise separable convolution accelerator for classification and UAV object detection.,Neurocomputing,Journal Articles,2022,closed,journals/ijon/LiZZWCL22,https://doi.org/10.1016/j.neucom.2022.02.071
782,"Yanhua Liang,Guihe Qin,Minghui Sun,Jun Qin,Jie Yan,Zhonghan Zhang",Multi-modal interactive attention and dual progressive decoding network for RGB-D/T salient object detection.,Neurocomputing,Journal Articles,2022,closed,journals/ijon/LiangQSQYZ22,https://doi.org/10.1016/j.neucom.2022.03.029
783,"Sheng Liu 0002,Wenhao Huang,Yifeng Cao,Dingda Li,Shengyong Chen",SMS-Net: Sparse multi-scale voxel feature aggregation network for LiDAR-based 3D object detection.,Neurocomputing,Journal Articles,2022,closed,journals/ijon/LiuHCLC22,https://doi.org/10.1016/j.neucom.2022.06.054
784,"Yan-Feng Lu,Qian Yu,Jing-Wen Gao,Yi Li,Juncheng Zou,Hong Qiao",Cross stage partial connections based weighted Bi-directional feature pyramid and enhanced spatial transformation network for robust object detection.,Neurocomputing,Journal Articles,2022,closed,journals/ijon/LuYGLZQ22,https://doi.org/10.1016/j.neucom.2022.09.117
785,"Kashif Naseer Qureshi,Omprakash Kaiwartya,Gwanggil Jeon,Francesco Piccialli",Neurocomputing for internet of things: Object recognition and detection strategy.,Neurocomputing,Journal Articles,2022,closed,journals/ijon/QureshiKJP22,https://doi.org/10.1016/j.neucom.2021.04.140
786,"Feifei Shao,Long Chen 0016,Jian Shao,Wei Ji 0008,Shaoning Xiao,Lu Ye,Yueting Zhuang,Jun Xiao 0001",Deep Learning for Weakly-Supervised Object Detection and Localization: A Survey.,Neurocomputing,Journal Articles,2022,closed,journals/ijon/ShaoCSJXYZX22,https://doi.org/10.1016/j.neucom.2022.01.095
787,"Yanyun Shen,Feizhao Zhang,Di Liu 0015,Weihua Pu,Qingling Zhang 0005",Manhattan-distance IOU loss for fast and accurate bounding box regression and object detection.,Neurocomputing,Journal Articles,2022,closed,journals/ijon/ShenZLPZ22,https://doi.org/10.1016/j.neucom.2022.05.052
788,"Yuguang Shi,Yu Guo 0001,Zhenqiang Mi,Xinjie Li",Stereo CenterNet-based 3D object detection for autonomous driving.,Neurocomputing,Journal Articles,2022,closed,journals/ijon/ShiGML22,https://doi.org/10.1016/j.neucom.2021.11.048
789,"Zhan Su,Yuting Wang,Qing Xie,Ruiyun Yu",Pose graph parsing network for human-object interaction detection.,Neurocomputing,Journal Articles,2022,closed,journals/ijon/SuWXY22,https://doi.org/10.1016/j.neucom.2021.12.085
790,"Di Tian,Yi Han 0004,Shu Wang,Xu Chen,Tian Guan",Absolute size IoU loss for the bounding box regression of the object detection.,Neurocomputing,Journal Articles,2022,closed,journals/ijon/TianHWCG22,https://doi.org/10.1016/j.neucom.2022.06.018
791,"Guofeng Tong,Hao Peng,Yuyuan Shao,Qijun Yin,Zheng Li",ASCNet: 3D object detection from point cloud based on adaptive spatial context features.,Neurocomputing,Journal Articles,2022,closed,journals/ijon/TongPSYL22,https://doi.org/10.1016/j.neucom.2021.12.061
792,"Xuan-Thuy Vo,Kang-Hyun Jo",A review on anchor assignment and sampling heuristics in deep learning-based object detection.,Neurocomputing,Journal Articles,2022,closed,journals/ijon/VoJ22,https://doi.org/10.1016/j.neucom.2022.07.003
793,"Zhenyuan Wang,Xuemei Xie,Jianxiu Yang,Guangming Shi",Soft focal loss: Evaluating sample quality for dense object detection.,Neurocomputing,Journal Articles,2022,closed,journals/ijon/WangXYS22,https://doi.org/10.1016/j.neucom.2021.12.102
794,"Qi-Jin Wang,Sheng-Yu Zhang,Yu Qian,Guang-Cai Zhang,Hong-Qiang Wang",Enhancing representation learning by exploiting effective receptive fields for object detection.,Neurocomputing,Journal Articles,2022,closed,journals/ijon/WangZQZW22,https://doi.org/10.1016/j.neucom.2022.01.020
795,"Xuan Wei,Yun Wei,Xiaobo Lu",RMDC: Rotation-mask deformable convolution for object detection in top-view fisheye cameras.,Neurocomputing,Journal Articles,2022,closed,journals/ijon/WeiWL22,https://doi.org/10.1016/j.neucom.2022.06.116
796,"Junrui Xiao,He Jiang,Zhikai Li,Qingyi Gu",Rethinking prediction alignment in one-stage object detection.,Neurocomputing,Journal Articles,2022,closed,journals/ijon/XiaoJLG22,https://doi.org/10.1016/j.neucom.2022.09.132
797,"Nuo Xu,Chunlei Huo,Xin Zhang 0093,Chunhong Pan",AHDet: A dynamic coarse-to-fine gaze strategy for active object detection.,Neurocomputing,Journal Articles,2022,closed,journals/ijon/XuHZP22,https://doi.org/10.1016/j.neucom.2021.12.030
798,"Wanpeng Xu,Ling Zou,Zhipeng Fu,Lingda Wu,Yue Qi",Two-stage 3D object detection guided by position encoding.,Neurocomputing,Journal Articles,2022,open,journals/ijon/XuZFWQ22,https://doi.org/10.1016/j.neucom.2022.06.030
799,"Wenhao Yang,Guanyu Chen,Zhicheng Zhao,Fei Su,Hongying Meng",iCGPN: Interaction-centric graph parsing network for human-object interaction detection.,Neurocomputing,Journal Articles,2022,closed,journals/ijon/YangCZSM22,https://doi.org/10.1016/j.neucom.2022.06.100
800,"Jiaqi Yang,Xuequan Lu,Wenzhi Chen",A robust scheme for copy detection of 3D object point clouds.,Neurocomputing,Journal Articles,2022,closed,journals/ijon/YangLC22,https://doi.org/10.1016/j.neucom.2022.09.008
801,"Daipeng Yang,Bo Peng 0006,Zaid Al-Huda,Asad Malik,Donghai Zhai",An overview of edge and object contour detection.,Neurocomputing,Journal Articles,2022,closed,journals/ijon/YangPAMZ22,https://doi.org/10.1016/j.neucom.2022.02.079
802,"Sheng Yuan,Qi Zhang,Li Zhu,Su Wang,Yujie Zang,Xi Zhao",Multi-level object detection by multi-sensor perception of traffic scenes.,Neurocomputing,Journal Articles,2022,closed,journals/ijon/YuanZZWZZ22,https://doi.org/10.1016/j.neucom.2022.09.020
803,"Kai Zeng,Qiang Ma 0004,Jiawen Wu,Sijia Xiang,Tao Shen,Lei Zhang",NLFFTNet: A non-local feature fusion transformer network for multi-scale object detection.,Neurocomputing,Journal Articles,2022,closed,journals/ijon/ZengMWXSZ22,https://doi.org/10.1016/j.neucom.2022.04.062
804,"Wenwen Zhang,Chengdong Dong,Jun Zhang,Hangguan Shan,Eryun Liu",Adaptive context- and scale-aware aggregation with feature alignment for one-shot object detection.,Neurocomputing,Journal Articles,2022,closed,journals/ijon/ZhangDZSL22,https://doi.org/10.1016/j.neucom.2022.09.155
805,"Xin Zhang 0093,Yicheng Liu,Chunlei Huo,Nuo Xu,Lingfeng Wang,Chunhong Pan",PSNet: Perspective-sensitive convolutional network for object detection.,Neurocomputing,Journal Articles,2022,closed,journals/ijon/ZhangLHXWP22,https://doi.org/10.1016/j.neucom.2021.10.068
806,"Hongbin Zhang,Dong Pan,Jianhua Liu,Zhaohui Jiang",A novel MAS-GAN-based data synthesis method for object surface defect detection.,Neurocomputing,Journal Articles,2022,closed,journals/ijon/ZhangPLJ22,https://doi.org/10.1016/j.neucom.2022.05.021
807,"Ruiqian Zhang,Zhenfeng Shao,Xiao Huang,Jiaming Wang,Yufeng Wang 0004,Deren Li",Adaptive dense pyramid network for object detection in UAV imagery.,Neurocomputing,Journal Articles,2022,closed,journals/ijon/ZhangSHWWL22,https://doi.org/10.1016/j.neucom.2022.03.033
808,"Qing Zhang 0004,Yanjiao Shi,Xueqin Zhang,Liqian Zhang",Residual attentive feature learning network for salient object detection.,Neurocomputing,Journal Articles,2022,closed,journals/ijon/ZhangSZZ22,https://doi.org/10.1016/j.neucom.2022.06.052
809,"Xiang Zhang,Chao Zhao,Hangzai Luo,Wanqing Zhao,Sheng Zhong,Lei Tang,Jinye Peng,Jianping Fan 0001",Automatic learning for object detection.,Neurocomputing,Journal Articles,2022,closed,journals/ijon/ZhangZLZZTPF22,https://doi.org/10.1016/j.neucom.2022.02.012
810,"Hao Zhao,Jikai Wang,Deyun Dai,Shiqi Lin,Zonghai Chen",D-NMS: A dynamic NMS network for general object detection.,Neurocomputing,Journal Articles,2022,closed,journals/ijon/ZhaoWDLC22,https://doi.org/10.1016/j.neucom.2022.09.080
811,"Xinyue Zhao,Guangli Wang,Zaixing He,Huilong Jiang",A survey of moving object detection methods: A practical perspective.,Neurocomputing,Journal Articles,2022,closed,journals/ijon/ZhaoWHJ22,https://doi.org/10.1016/j.neucom.2022.06.104
812,"Qingping Zheng,Ying Li,Ling Zheng,Qiang Shen 0001",Progressively real-time video salient object detection via cascaded fully convolutional networks with motion attention.,Neurocomputing,Journal Articles,2022,closed,journals/ijon/ZhengLZS22,https://doi.org/10.1016/j.neucom.2021.10.007
813,"Jian Zhou,Kai Feng,Weixing Li,Jun Han,Feng Pan",TS4Net: Two-stage sample selective strategy for rotating object detection.,Neurocomputing,Journal Articles,2022,closed,journals/ijon/ZhouFLHP22,https://doi.org/10.1016/j.neucom.2022.06.049
814,"Linxiang Zhu,Feifei Lee,Jiawei Cai,Hongliu Yu,Qiu Chen",An improved feature pyramid network for object detection.,Neurocomputing,Journal Articles,2022,closed,journals/ijon/ZhuLCYC22,https://doi.org/10.1016/j.neucom.2022.02.016
815,"Shuang Cai,Shiwei Ma,Dongzhou Gu,Chang Wang",Human-Object Interaction Detection Based on Star Graph.,Int. J. Pattern Recognit. Artif. Intell.,Journal Articles,2022,closed,journals/ijprai/CaiMGW22,https://doi.org/10.1142/S0218001422500331
816,"Chuen Horng Lin,Xin-Cheng Wang",Automatic Object Detection and Direction Prediction of Unmanned Vessels Based on Multiple Convolutional Neural Network Technology.,Int. J. Pattern Recognit. Artif. Intell.,Journal Articles,2022,closed,journals/ijprai/LinW22,https://doi.org/10.1142/S0218001422500021
817,"You Ma,Lin Chai,Lizuo Jin,Yafeng Yu,Jun Yan",AVS-YOLO: Object Detection in Aerial Visual Scene.,Int. J. Pattern Recognit. Artif. Intell.,Journal Articles,2022,closed,journals/ijprai/MaCJYY22,https://doi.org/10.1142/S0218001422500045
818,"Kowshik Thopalli,Jayaraman J. Thiagarajan",Improving Single-Stage Object Detectors for Nighttime Pedestrian Detection.,Int. J. Pattern Recognit. Artif. Intell.,Journal Articles,2022,closed,journals/ijprai/ThopalliT22,https://doi.org/10.1142/S0218001422500343
819,"Bhaumik Vaidya,Chirag N. Paunwala",Lightweight Hardware Architecture for Object Detection in Driver Assistance Systems.,Int. J. Pattern Recognit. Artif. Intell.,Journal Articles,2022,closed,journals/ijprai/VaidyaP22,https://doi.org/10.1142/S0218001422500276
820,"Kai Konen,Tobias Hecking",Using Synthetic Images to Evaluate and Improve Object Detection Neural Network Performance on Aerial Image Datasets.,Int. J. Semantic Comput.,Journal Articles,2022,closed,journals/ijsc/KonenH22,https://doi.org/10.1142/S1793351X22420016
821,"T. Mathi Murugan,E. Baburaj",Log File Template Detection as a Multi-Objective Optimization Problem.,Int. J. Swarm Intell. Res.,Journal Articles,2022,closed,journals/ijsir/MuruganB22a,https://doi.org/10.4018/IJSIR.2022010107
822,"Yi Xiao,Faming Shao,Fanjie Meng,Jiqing Luo",Object detection algorithm combined with dynamic and static for air target intrusion.,Int. J. Sens. Networks,Journal Articles,2022,closed,journals/ijsnet/XiaoSML22,https://doi.org/10.1504/IJSNET.2022.121161
823,"A. Vijayarani,G. G. Lakshmi Priya",Salient object detection based on adaptive recalibration technique through deep network.,Int. J. Speech Technol.,Journal Articles,2022,closed,journals/ijst/VijayaraniP22,https://doi.org/10.1007/s10772-021-09842-y
824,"Yiming Yin,Guangjian Zhang",Object detection based on multiple trick feature pyramid networks and dynamic balanced L1 loss.,Int. J. Wirel. Mob. Comput.,Journal Articles,2022,closed,journals/ijwmc/YinZ22,https://doi.org/10.1504/IJWMC.2022.122489
825,"Kaikai Deng,Dong Zhao 0001,Qiaoyue Han,Shuyue Wang,Zihan Zhang,Anfu Zhou,Huadong Ma",Geryon: Edge Assisted Real-time and Robust Object Detection on Drones via mmWave Radar and Camera Fusion.,Proc. ACM Interact. Mob. Wearable Ubiquitous Technol.,Journal Articles,2022,closed,journals/imwut/DengZHWZZM22,https://doi.org/10.1145/3550298
826,"Zhize Wu,Jian Xu,Yan Wang,Fei Sun,Ming Tan,Thomas Weise 0001",Hierarchical fusion and divergent activation based weakly supervised learning for object detection from remote sensing images.,Inf. Fusion,Journal Articles,2022,closed,journals/inffus/WuXWSTW22,https://doi.org/10.1016/j.inffus.2021.10.010
827,"Dan Zhang,Mao Ye 0001,Yiguang Liu,Lin Xiong,Lihua Zhou",Multi-source unsupervised domain adaptation for object detection.,Inf. Fusion,Journal Articles,2022,closed,journals/inffus/ZhangYLXZ22,https://doi.org/10.1016/j.inffus.2021.09.011
828,"Leyuan Liu,Jian He,Keyan Ren,Zhonghua Xiao,Yibin Hou",A LiDAR-Camera Fusion 3D Object Detection Algorithm.,Inf.,Journal Articles,2022,open,journals/information/LiuHRXH22,https://doi.org/10.3390/info13040169
829,"Teerapong Panboonyuen,Sittinun Thongbai,Weerachai Wongweeranimit,Phisan Santitamnont,Kittiwan Suphan,Chaiyut Charoenphon",Object Detection of Road Assets Using Transformer-Based YOLOX with Feature Pyramid Decoder on Thai Highway Panorama.,Inf.,Journal Articles,2022,open,journals/information/PanboonyuenTWSS22,https://doi.org/10.3390/info13010005
830,"Yitao Zhang,Weiming Cai,Shengli Fan,Ruiyin Song,Jing Jin",Object Detection Based on YOLOv5 and GhostNet for Orchard Pests.,Inf.,Journal Articles,2022,open,journals/information/ZhangCFSJ22,https://doi.org/10.3390/info13110548
831,"Veena Chidurala,Xinrong Li",Detection of moving objects using thermal imaging sensors for occupancy estimation.,Internet Things,Journal Articles,2022,closed,journals/iot/ChiduralaL22,https://doi.org/10.1016/j.iot.2021.100487
832,"Siyan Guo,Cong Zhao 0001,Guiqin Wang,Jiaqing Yang,Shusen Yang",EC²Detect: Real-Time Online Video Object Detection in Edge-Cloud Collaborative IoT.,IEEE Internet Things J.,Journal Articles,2022,closed,journals/iotj/GuoZWYY22,https://doi.org/10.1109/JIOT.2022.3173685
833,"Joochan Lee,Yongwoo Kim,Sungtae Moon,Jong Hwan Ko",A Reconfigurable Neural Architecture for Edge-Cloud Collaborative Real-Time Object Detection.,IEEE Internet Things J.,Journal Articles,2022,closed,journals/iotj/LeeKMK22,https://doi.org/10.1109/JIOT.2022.3205682
834,"Yuzhu Ji,Haijun Zhang 0002,Feng Gao,Haofei Sun,Haokun Wei,Nan Wang,Biao Yang",LGCNet: A local-to-global context-aware feature augmentation network for salient object detection.,Inf. Sci.,Journal Articles,2022,closed,journals/isci/JiZGSWWY22,https://doi.org/10.1016/j.ins.2021.10.055
835,"Xiaolin Tang,Zhiqiang Zhang,Yechen Qin",On-Road Object Detection and Tracking Based on Radar and Vision Fusion: A Review.,IEEE Intell. Transp. Syst. Mag.,Journal Articles,2022,closed,journals/itsm/TangZQ22,https://doi.org/10.1109/MITS.2021.3093379
836,"A. N. Amudhan,Sudheer A. P.",Lightweight and computationally faster Hypermetropic Convolutional Neural Network for small size object detection.,Image Vis. Comput.,Journal Articles,2022,closed,journals/ivc/AmudhanP22,https://doi.org/10.1016/j.imavis.2022.104396
837,"Bedrettin Cetinkaya,Sinan Kalkan,Emre Akbas",Does depth estimation help object detection?,Image Vis. Comput.,Journal Articles,2022,closed,journals/ivc/CetinkayaKA22,https://doi.org/10.1016/j.imavis.2022.104427
838,"Xingzhao Jia,Changlei Dongye,Yanjun Peng",SiaTrans: Siamese transformer network for RGB-D salient object detection with depth image classification.,Image Vis. Comput.,Journal Articles,2022,closed,journals/ivc/JiaDP22,https://doi.org/10.1016/j.imavis.2022.104549
839,"Xuewei Li,Song Yi,Ruixuan Zhang,Xuzhou Fu,Han Jiang 0004,Chenhan Wang,Zhiqiang Liu,Jie Gao 0008,Jian Yu,Mei Yu,Ruiguo Yu",Dynamic sample weighting for weakly supervised object detection.,Image Vis. Comput.,Journal Articles,2022,closed,journals/ivc/LiYZFJWLGYYY22,https://doi.org/10.1016/j.imavis.2022.104444
840,"Yanhua Liang,Guihe Qin,Minghui Sun,Jun Qin,Jie Yan,Zhonghan Zhang",Dual guidance enhanced network for light field salient object detection.,Image Vis. Comput.,Journal Articles,2022,closed,journals/ivc/LiangQSQYZ22,https://doi.org/10.1016/j.imavis.2021.104352
841,"Yan Liu,Yunzhou Zhang,Zhenyu Wang,Fei Yang,Cao Qin,Feng Qiu,Sonya Coleman,Dermot Kerr",Complementary characteristics fusion network for weakly supervised salient object detection.,Image Vis. Comput.,Journal Articles,2022,closed,journals/ivc/LiuZWYQQCK22,https://doi.org/10.1016/j.imavis.2022.104536
842,"Zhong Qu,Le-yuan Gao,Sheng-Ye Wang,Hao-nan Yin,Tu-Ming Yi",An improved YOLOv5 method for large objects detection with multi-scale feature cross-layer fusion network.,Image Vis. Comput.,Journal Articles,2022,closed,journals/ivc/QuGWYY22,https://doi.org/10.1016/j.imavis.2022.104518
843,"Kang Tong,Yiquan Wu",Deep learning-based detection from the perspective of small or tiny objects: A survey.,Image Vis. Comput.,Journal Articles,2022,closed,journals/ivc/TongW22,https://doi.org/10.1016/j.imavis.2022.104471
844,"Anh-Khoa Nguyen Vu,Nhat-Duy Nguyen,Khanh-Duy Nguyen,Vinh-Tiep Nguyen,Thanh Duc Ngo,Thanh-Toan Do,Tam V. Nguyen 0002",Few-shot object detection via baby learning.,Image Vis. Comput.,Journal Articles,2022,closed,journals/ivc/VuNNNNDN22,https://doi.org/10.1016/j.imavis.2022.104398
845,"Qin Wu,Jianzhe Wang,Zhilei Chai,Guodong Guo",Multi-scale feature aggregation and boundary awareness network for salient object detection.,Image Vis. Comput.,Journal Articles,2022,closed,journals/ivc/WuWCG22,https://doi.org/10.1016/j.imavis.2022.104442
846,"Xing Xi,Yuanqing Wu 0003,Canming Xia,Shenghuang He",Feature fusion for object detection at one map.,Image Vis. Comput.,Journal Articles,2022,closed,journals/ivc/XiWXH22,https://doi.org/10.1016/j.imavis.2022.104466
847,"Weiping Xiao,Xiaomao Li,Chang Liu,Jiantao Gao,Jun Luo 0006,Yan Peng 0001,Yang Zhou",3D-VDNet: Exploiting the vertical distribution characteristics of point clouds for 3D object detection and augmentation.,Image Vis. Comput.,Journal Articles,2022,closed,journals/ivc/XiaoLLGLPZ22,https://doi.org/10.1016/j.imavis.2022.104557
